	Domain	Phylum	Class	Order	Family	Genus	Species	Select
31d4572dad6f635606683ee063f09015	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Antarcticibacterium	uncultured_bacterium	NP
8683c09ed4715206f9e96b2cce42f7d7	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	ND	NP
17a9226b0c53430331e43a69ddee80c3	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	ND	NP
763470680257422c9a483e9eca45f215	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Arachidicoccus	uncultured_bacterium	NP
f9996d637ab2f8b1ff05170cdee0d0af	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	ND	NP
f7f3f2e319eb0bbe833cec1454ce0787	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter	uncultured_bacterium	NP
76cd45c9bf3f5e95f4ab5f2907f18446	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter	uncultured_bacterium	NP
5a34853b101975f61d8ca4aac3d453fc	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter	uncultured_bacterium	NP
e921e545e3e42c795f12a215f520b1e2	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter	uncultured_bacterium	NP
a3d7ab745b47e86ab463b688dcec88b3	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales	uncultured_Armatimonadetes	NP
5b2a82eb70247a68870bf02e046db9cf	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales	uncultured_bacterium	NP
221a664d3653c23b454c2d69dc8fc302	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales	uncultured_bacterium	NP
ec614301f40167a0aa45105c7223b23e	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales	uncultured_soil	NP
885b27512e84aa6e53f31412b1cdcd28	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	ND	NP
9b4be26e7bb3a23d25e080a3bba619f6	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	ND	NP
a20eb37d50abf4ef13197bd4a0ea8c84	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	ND	NP
af9853ec545f456df6343210748eabe6	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_deserti	NP
5abb2dc62a1223ec09e4fe2b9b2f0003	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis_sp.	NP
c17b9f556b16dd11584378735ea5fe9d	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	uncultured_bacterium	NP
3fddaf06d5eef85d6bb5499b663e46ba	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	uncultured_bacterium	NP
711c64000e546a2493a2924d631a4e90	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	uncultured_bacterium	NP
9791c65341f196904446063addff0b73	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	uncultured_bacterium	NP
ea91f452d4d10519deaf3b0bd56de56c	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	uncultured_bacterium	NP
29185ced057d2d6c717687cf05ae56cc	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	uncultured_bacterium	NP
c6cd124e3fee12dbbc1fa63e3d3ce6f2	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	uncultured_bacterium	NP
e4030c098e7db8948bf7654982febb0a	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	uncultured_bacterium	NP
59407fe19eaf15fea348bd29fcff4a14	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	uncultured_Chitinophagaceae	NP
d23a6db64c4c87c2d96edf1a2585a4ca	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	uncultured_soil	NP
ce72168fbf5e3e014ce3bb524e664041	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	ND	NP
59f50418a3a97652f9be0c3325fa642e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	ND	NP
c3fe6ae58bb1e240a989dac6b2708532	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	ND	NP
107c6290591980ddd6d53ca10c937cd8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	B1-7BS	B1-7BS	uncultured_bacterium	NP
00a29d3deff3054285fec84a573e06ac	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales	Babeliales	uncultured_bacterium	NP
48782307120574c67aaa25ec7ce686ba	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
81ab5a79695772030b663650da13b9e1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
83e948f389f9d97b0c975afc880989e8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
bdf8a26094624622d68509a87fa75ba7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
b8c545c99dea06d010eb0bf2c6572d1c	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
62c90bb70a573faf8972d436b7eaf6d6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
ad4cba5280fb47cbebea01e7031af61c	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
26005dfb7ad2e8cdbb139846af329663	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
a6def887bac9fa20f66ba28077dbb75d	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
31c862c1b2e0ffdd72b11a0b50c208f6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
b383a0f98e44fe8a7452ebf944105c48	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
6df030da6153989b6bc75ba24db96c44	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
2f5fc719cf8da4d9ff0231d5d2d745d6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
59e7289380be2a5909212804646e6eb6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
3303e7a421affe02cb77430cd0cb4855	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	NP
0c1ed0b139ddb4c115d21081f39b31dc	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_alcalophilus	NP
86748e6e46eddb955f6918863b3cf191	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_coagulans	NP
5a85851196cf28506943318a2b3d5114	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_gibsonii	NP
b70e8d907778952d23bd4876542a2140	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_thermoamylovorans	Prune
83168dc906296ebbcd2b54b9dfaf71f5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_thermoamylovorans	NP
8940190f5b3ce9d7dfb6091aa42aabd8	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	ND	NP
3343bfaf410c9a35354826b0852e0584	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	ND	NP
b1da11caec21ea07c211405e9eb2e7f5	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	ND	NP
95d34d68ebc901006e2b053007a394be	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	uncultured_Syntrophobacterales	NP
d47974c2da911e3b5fb7b86c996ea708	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_graminisolvens	NP
42341e80ed1ca6bad8546ef7a30b015b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	ND	NP
529ce1107389477a6b4848588e27805a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	ND	NP
38b4322c7c40eabc67230dfb4b0e6424	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	ND	NP
f0f27c7c642f4114753462f7d154f1d4	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	ND	NP
7bb04ea99bd88912b4ee7236cd9c38d6	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	metagenome	NP
cdb983b835ab98cab316e6ce2b8f5ef7	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_bacterium	NP
feb2c66b7e25d3cade62b4bbb9fa4302	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_bacterium	NP
46cd500180f781bd9d2a81615cf44df7	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_bacterium	NP
0f778ebb2853fb4890cc9f0456a7bc35	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia	Belnapia_sp.	NP
c2863734d1373b24a77fe420c5831d4c	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia	uncultured_bacterium	NP
21ec4d257421a662572a9f652d68b938	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	uncultured_Flavobacteriaceae	NP
05c2d2963f606b1530be56ab8ce2e427	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	ND	NP
713187882fd3e677a9ba696ac988d57f	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	ND	NP
35ffcc3b809d667286737d79670b8de5	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	ND	NP
3fe3f57d2742cb414f445114dc25daf0	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	ND	NP
0ab5c7b30208b5d0a9958c1c4e661fd4	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_indicum	NP
e446c6db877982ec9da20301559cccfb	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_minimum	NP
948c7cc530f2aebd71770f7058d8a61f	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	ND	NP
565122fd5d6528bd260adb60bdc04869	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	ND	NP
9ac2958737c86aff31b7dc36bd98591c	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	metagenome	NP
0c507212080cf17f6b8c16beb291a2db	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	metagenome	NP
cc4fa9a30fb72ffe2170c798191b1aba	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	metagenome	NP
167942f34d78cc1bbfdc1f2712658aec	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	metagenome	NP
1d6e8aa519574736da60fc0e044da590	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	metagenome	NP
a899a74bd49e9a7cd9164fa94b4f2bb8	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	uncultured_bacterium	NP
4bae833c80bbd5e4a2459ced28f37239	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	ND	NP
2c00d7a78c481dd6556c554c3db581d6	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	ND	NP
b9ce5e80d8046703d204eddcf74b10eb	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	ND	NP
6f3ea8485821f6448a36e3c5a641e051	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	ND	NP
76ef849cc891dab81ddaf5b878438e83	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	uncultured_Acidobacteria	NP
f6edbcb91f18c1dcc550ce2c68333165	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	ND	NP
b8c4ed03d7d91546b9f6ad80b80135a3	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	ND	NP
52cc7bbe91a143f944f9cd15f86b6e69	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	ND	NP
cc0aae179dde40921778e68219c3701d	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	ND	NP
1b19ddc52f14d0b9a5430a8f2efeb1a8	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	Blastococcus_sp.	NP
ad492ab0e6b875f04f58266dec557076	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	Geodermatophilaceae_bacterium	NP
82dec3eeac5d034d118bba43fddd01fe	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	ND	NP
c6c3ab4e828fb40d6e05967b7aac9338	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	ND	NP
f330e765325ac47997066c79007f76b7	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	ND	NP
a9ddd412f8bfbbacded1554d129de0ec	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	uncultured_bacterium	NP
d829bee4984f82ffc2453212157caf96	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	ND	NP
db1dd17a7ff61cf926ea9945e1a66fc7	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	ND	NP
dd86d969d72983857480c394c50efc1d	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	ND	NP
2f49affea1aa1db3f453ce4b3066a63f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	uncultured_bacterium	NP
a537d8bab85c83b0e74c73c55790324b	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	ND	NP
fa96cbd7b2df953f48e159b78c51527d	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	ND	NP
410a1a55ad49a0b1059d6edefd74087e	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	ND	NP
e88ff9f37c8e07eb7985f693101ae9de	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	ND	NP
ad72127c01dac114c005c83404612b5d	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	ND	NP
af17801403ade35c3ed5e461cc36331d	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	ND	NP
efd1e5d99473f6b9961d0017942595cb	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	ND	NP
802c703cf0e975b4433698655d1b5a1b	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	ND	NP
7849ed0a8d59d17bdad207741fdf7fa0	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	ND	NP
30f038b8cd389f15759ca72b7bc035cb	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	ND	NP
4dbdb65101e8879e85250dfd2aa631cd	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	ND	NP
a49f96fc5533b4f6050b9457c2ba00b2	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	ND	NP
32aca97fee0d883b160d701ecb8b73d5	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	ND	NP
7c99ed625306323b51a862cb54272823	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_Acidobacteria	NP
047f0f46a2fdfcb438ed2f2554745df8	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_bacterium	NP
0175f150a2c68a5a8a931116fc5e5e28	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_bacterium	NP
34a6c94405fa6c07852fa86c9bf0356c	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_bacterium	NP
1c42e6f909cda802333a9f70b38b75a4	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_Holophaga	NP
6e08f1be7e3766b40bb20cc5f591c168	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_soil	NP
b381435970f063e4fad6146994b2fb00	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Bryocella	uncultured_bacterium	NP
e0cf29f81749119eb9f4647ca8462f00	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Bryocella	uncultured_bacterium	NP
9ecb3465de25e0afcddd72f647b4f4f0	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Bryocella	uncultured_bacterium	NP
9a11a1dea5bc6f8e6bc705aa19aac81e	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Bryocella	uncultured_bacterium	NP
2685d240ab24c795c4a0b5368c86d406	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Buchnera	ND	NP
082c188a24fd09315b5fb6f2f1db155f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Buchnera	ND	NP
389a312d026a6f1328e864690a59f83d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Buchnera	Buchnera_aphidicola	NP
90f57f0a643190e529c6ffda1d4b5d2b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	ND	NP
4855ee3548a9e01dceb4b62d432a5c88	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	ND	NP
c7c02c07fb28c8730768bb76cafad3fe	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	ND	NP
cf381b7b7ad3c8de3c5909dab3f68543	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	ND	NP
b2af7d7f4afab9ae27a84dbfdfed113b	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	ND	NP
3399e7165901c41a3866c4f7dd08e935	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	uncultured_bacterium	NP
fd5642cf2f7ae823eb54dd60c7d05817	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	uncultured_bacterium	NP
a14f89b82f07725452806de73c36785f	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	uncultured_Chloroflexi	NP
cff47d8d663476f9f453a3edf7f6108f	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	uncultured_Chloroflexi	NP
e97d09b2242351e4b2f67e41c6723437	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	uncultured_soil	NP
8cc5a4d36fbb8f00010f21766d80a401	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	ND	NP
3f7bdb169e25ad4dd4608680e917d77f	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Caloramator	ND	NP
9104e464668ba956eb9de3d3d2f9eb19	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_ureolyticus	NP
929fade692098e3c533e36d4253926a6	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	ND	NP
ea1395d9acfe4501a83156f0b941c5d2	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	metagenome	NP
0c0fe30f3d4b249333a2867c47ed9ce0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_Cardinium	endosymbiont_of	NP
fc5628093484b2956a30194e52fcc6f3	Bacteria	Patescibacteria	ABY1	Candidatus_Falkowbacteria	Candidatus_Falkowbacteria	Candidatus_Falkowbacteria	uncultured_Parcubacteria	NP
09c51eedb82bff99678069a528523d9f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Candidatus_Hamiltonella	ND	NP
a44e902bda298bea05a5ad3788474d26	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Candidatus_Hamiltonella	ND	NP
812acb671db0843daf8bb8381a27eaa3	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Candidatus_Kerfeldbacteria	Candidatus_Kerfeldbacteria	uncultured_bacterium	NP
2e632098f84552281c4531e2dd167247	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter	ND	NP
dc39d981d3f243cebf5e88f772a5ea00	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter	ND	NP
bc3676c17839094c4fa8e33268905268	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrocosmicus	ND	NP
95b0d4f1aee6d2f42602026d5c634276	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrososphaera	unidentified_archaeon	NP
39939e52770adc84412168f0301bb17f	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter	uncultured_bacterium	NP
17b60fa8345949c87dc607ee447495c8	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus_Portiera	Portiera_endosymbiont	NP
687fcbd278da595b8b9213871e5408af	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia	ND	NP
1043ee660e27169415f6d57b732d0787	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia	Candidatus_Protochlamydia	NP
b60c55e573542bac6e639ddca126e6fd	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	ND	NP
3b1e12d26037c86c841e182c14f4757f	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	ND	NP
877f0a043a54959e19042251fc997187	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	ND	NP
c68ca4d5f440b5623a5204672066f33f	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	ND	NP
7fc2e146a1e61c564671924611206bd5	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	uncultured_bacterium	NP
b7dac0e3da91b789f3ed02695d97a71a	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmatales	Candidatus_Spiroplasma	uncultured_bacterium	NP
2d51eee954d47bb2f71665bd2691bb94	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	ND	NP
8abdf967e5b46a4af2dc34923219a392	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	ND	NP
a23bd2f2ef1abcbfc6e159730c1e0579	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	ND	NP
e8accbbab64dba2fe98edb7072796cc5	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	ND	NP
9ed8332d17e139a297bf71f1f3304f4d	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	ND	NP
8ed88d938e2cca8a72ccfecee953aaf1	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	ND	NP
6c948c413b0b73fcfc53067bdaa3ffea	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	ND	NP
fa67e0725395e99d85af04956443c07d	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	ND	NP
